Exiobase - Region,Exiobase - Category
AND,Food waste for treatment: waste water treatment
AND,Other waste for treatment: waste water treatment
AND,Food waste for treatment: landfill
AND,Paper for treatment: landfill
AND,Plastic waste for treatment: landfill
AND,Inert/metal/hazardous waste for treatment: landfill
AND,Textiles waste for treatment: landfill
AND,Wood waste for treatment: landfill
AND,Membership organisation services n.e.c. (91)
AND,"Recreational, cultural and sporting services (92)"
AND,Other services (93)
AND,Private households with employed persons (95)
AND,Extra-territorial organizations and bodies
AGO,Paddy rice
AGO,Wheat
AGO,Cereal grains nec
AGO,"Vegetables, fruit, nuts"
AGO,Oil seeds
AGO,"Sugar cane, sugar beet"
AGO,Plant-based fibers
AGO,Crops nec
AGO,Cattle
AGO,Pigs
AGO,Poultry
AGO,Meat animals nec
AGO,Animal products nec
AGO,Raw milk
AGO,"Wool, silk-worm cocoons"
AGO,Manure (conventional treatment)
AGO,Manure (biogas treatment)
AGO,"Products of forestry, logging and related services (02)"
AGO,Fish and other fishing products; services incidental of fishing (05)
AGO,Anthracite
AGO,Coking Coal
AGO,Other Bituminous Coal
AGO,Sub-Bituminous Coal
AGO,Patent Fuel
AGO,Lignite/Brown Coal
AGO,BKB/Peat Briquettes
AGO,Peat
AGO,"Crude petroleum and services related to crude oil extraction, excluding surveying"
AGO,"Natural gas and services related to natural gas extraction, excluding surveying"
AGO,Natural Gas Liquids
AGO,Other Hydrocarbons
AGO,Uranium and thorium ores (12)
AGO,Iron ores
AGO,Copper ores and concentrates
AGO,Nickel ores and concentrates
AGO,Aluminium ores and concentrates
AGO,Precious metal ores and concentrates
AGO,"Lead, zinc and tin ores and concentrates"
AGO,Other non-ferrous metal ores and concentrates
AGO,Stone
AGO,Sand and clay
AGO,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
AGO,Products of meat cattle
AGO,Products of meat pigs
AGO,Products of meat poultry
AGO,Meat products nec
AGO,products of Vegetable oils and fats
AGO,Dairy products
AGO,Processed rice
AGO,Sugar
AGO,Food products nec
AGO,Beverages
AGO,Fish products
AGO,Tobacco products (16)
AGO,Textiles (17)
AGO,Wearing apparel; furs (18)
AGO,Leather and leather products (19)
AGO,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
AGO,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
AGO,Pulp
AGO,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
AGO,Paper and paper products
AGO,Printed matter and recorded media (22)
AGO,Coke Oven Coke
AGO,Gas Coke
AGO,Coal Tar
AGO,Motor Gasoline
AGO,Aviation Gasoline
AGO,Gasoline Type Jet Fuel
AGO,Kerosene Type Jet Fuel
AGO,Kerosene
AGO,Gas/Diesel Oil
AGO,Heavy Fuel Oil
AGO,Refinery Gas
AGO,Liquefied Petroleum Gases (LPG)
AGO,Refinery Feedstocks
AGO,Ethane
AGO,Naphtha
AGO,White Spirit & SBP
AGO,Lubricants
AGO,Bitumen
AGO,Paraffin Waxes
AGO,Petroleum Coke
AGO,Non-specified Petroleum Products
AGO,Nuclear fuel
AGO,"Plastics, basic"
AGO,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
AGO,N-fertiliser
AGO,P- and other fertiliser
AGO,Chemicals nec
AGO,Charcoal
AGO,Additives/Blending Components
AGO,Biogasoline
AGO,Biodiesels
AGO,Other Liquid Biofuels
AGO,Rubber and plastic products (25)
AGO,Glass and glass products
AGO,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
AGO,Ceramic goods
AGO,"Bricks, tiles and construction products, in baked clay"
AGO,"Cement, lime and plaster"
AGO,"Ash for treatment, Re-processing of ash into clinker"
AGO,Other non-metallic mineral products
AGO,Basic iron and steel and of ferro-alloys and first products thereof
AGO,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
AGO,Precious metals
AGO,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
AGO,Aluminium and aluminium products
AGO,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
AGO,"Lead, zinc and tin and products thereof"
AGO,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
AGO,Copper products
AGO,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
AGO,Other non-ferrous metal products
AGO,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
AGO,Foundry work services
AGO,"Fabricated metal products, except machinery and equipment (28)"
AGO,Machinery and equipment n.e.c. (29)
AGO,Office machinery and computers (30)
AGO,Electrical machinery and apparatus n.e.c. (31)
AGO,"Radio, television and communication equipment and apparatus (32)"
AGO,"Medical, precision and optical instruments, watches and clocks (33)"
AGO,"Motor vehicles, trailers and semi-trailers (34)"
AGO,Other transport equipment (35)
AGO,Furniture; other manufactured goods n.e.c. (36)
AGO,Secondary raw materials
AGO,"Bottles for treatment, Recycling of bottles by direct reuse"
AGO,Electricity by coal
AGO,Electricity by gas
AGO,Electricity by nuclear
AGO,Electricity by hydro
AGO,Electricity by wind
AGO,Electricity by petroleum and other oil derivatives
AGO,Electricity by biomass and waste
AGO,Electricity by solar photovoltaic
AGO,Electricity by solar thermal
AGO,"Electricity by tide, wave, ocean"
AGO,Electricity by Geothermal
AGO,Electricity nec
AGO,Transmission services of electricity
AGO,Distribution and trade services of electricity
AGO,Coke oven gas
AGO,Blast Furnace Gas
AGO,Oxygen Steel Furnace Gas
AGO,Gas Works Gas
AGO,Biogas
AGO,Distribution services of gaseous fuels through mains
AGO,Steam and hot water supply services
AGO,"Collected and purified water, distribution services of water (41)"
AGO,Construction work (45)
AGO,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates"
AGO,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries"
AGO,Retail trade services of motor fuel
AGO,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)"
AGO,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)"
AGO,Hotel and restaurant services (55)
AGO,Railway transportation services
AGO,Other land transportation services
AGO,Transportation services via pipelines
AGO,Sea and coastal water transportation services
AGO,Inland water transportation services
AGO,Air transport services (62)
AGO,Supporting and auxiliary transport services; travel agency services (63)
AGO,Post and telecommunication services (64)
AGO,"Financial intermediation services, except insurance and pension funding services (65)"
AGO,"Insurance and pension funding services, except compulsory social security services (66)"
AGO,Services auxiliary to financial intermediation (67)
AGO,Real estate services (70)
AGO,Renting services of machinery and equipment without operator and of personal and household goods (71)
AGO,Computer and related services (72)
AGO,Research and development services (73)
AGO,Other business services (74)
AGO,Public administration and defence services; compulsory social security services (75)
AGO,Education services (80)
AGO,Health and social work services (85)
AGO,Food waste for treatment: incineration
AGO,Paper waste for treatment: incineration
AGO,Plastic waste for treatment: incineration
AGO,Intert/metal waste for treatment: incineration
AGO,Textiles waste for treatment: incineration
AGO,Wood waste for treatment: incineration
AGO,Oil/hazardous waste for treatment: incineration
AGO,Food waste for treatment: biogasification and land application
AGO,Paper waste for treatment: biogasification and land application
AGO,Sewage sludge for treatment: biogasification and land application
AGO,Food waste for treatment: composting and land application
AGO,Paper and wood waste for treatment: composting and land application
AGO,Food waste for treatment: waste water treatment
AGO,Other waste for treatment: waste water treatment
AGO,Food waste for treatment: landfill
AGO,Paper for treatment: landfill
AGO,Plastic waste for treatment: landfill
AGO,Inert/metal/hazardous waste for treatment: landfill
AGO,Textiles waste for treatment: landfill
AGO,Wood waste for treatment: landfill
AGO,Membership organisation services n.e.c. (91)
AGO,"Recreational, cultural and sporting services (92)"
AGO,Other services (93)
AGO,Private households with employed persons (95)
AGO,Extra-territorial organizations and bodies
AIA,Paddy rice
AIA,Wheat
AIA,Cereal grains nec
AIA,"Vegetables, fruit, nuts"
AIA,Oil seeds
AIA,"Sugar cane, sugar beet"
AIA,Plant-based fibers
AIA,Crops nec
AIA,Cattle
AIA,Pigs
AIA,Poultry
AIA,Meat animals nec
AIA,Animal products nec
AIA,Raw milk
AIA,"Wool, silk-worm cocoons"
AIA,Manure (conventional treatment)
AIA,Manure (biogas treatment)
AIA,"Products of forestry, logging and related services (02)"
AIA,Fish and other fishing products; services incidental of fishing (05)
AIA,Anthracite
AIA,Coking Coal
AIA,Other Bituminous Coal
AIA,Sub-Bituminous Coal
AIA,Patent Fuel
AIA,Lignite/Brown Coal
AIA,BKB/Peat Briquettes
AIA,Peat
AIA,"Crude petroleum and services related to crude oil extraction, excluding surveying"
AIA,"Natural gas and services related to natural gas extraction, excluding surveying"
AIA,Natural Gas Liquids
AIA,Other Hydrocarbons
AIA,Uranium and thorium ores (12)
AIA,Iron ores
AIA,Copper ores and concentrates
AIA,Nickel ores and concentrates
AIA,Aluminium ores and concentrates
AIA,Precious metal ores and concentrates
AIA,"Lead, zinc and tin ores and concentrates"
AIA,Other non-ferrous metal ores and concentrates
AIA,Stone
AIA,Sand and clay
AIA,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c."
AIA,Products of meat cattle
AIA,Products of meat pigs
AIA,Products of meat poultry
AIA,Meat products nec
AIA,products of Vegetable oils and fats
AIA,Dairy products
AIA,Processed rice
AIA,Sugar
AIA,Food products nec
AIA,Beverages
AIA,Fish products
AIA,Tobacco products (16)
AIA,Textiles (17)
AIA,Wearing apparel; furs (18)
AIA,Leather and leather products (19)
AIA,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20)
AIA,"Wood material for treatment, Re-processing of secondary wood material into new wood material"
AIA,Pulp
AIA,"Secondary paper for treatment, Re-processing of secondary paper into new pulp"
AIA,Paper and paper products
AIA,Printed matter and recorded media (22)
AIA,Coke Oven Coke
AIA,Gas Coke
AIA,Coal Tar
AIA,Motor Gasoline
AIA,Aviation Gasoline
AIA,Gasoline Type Jet Fuel
AIA,Kerosene Type Jet Fuel
AIA,Kerosene
AIA,Gas/Diesel Oil
AIA,Heavy Fuel Oil
AIA,Refinery Gas
AIA,Liquefied Petroleum Gases (LPG)
AIA,Refinery Feedstocks
AIA,Ethane
AIA,Naphtha
AIA,White Spirit & SBP
AIA,Lubricants
AIA,Bitumen
AIA,Paraffin Waxes
AIA,Petroleum Coke
AIA,Non-specified Petroleum Products
AIA,Nuclear fuel
AIA,"Plastics, basic"
AIA,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic"
AIA,N-fertiliser
AIA,P- and other fertiliser
AIA,Chemicals nec
AIA,Charcoal
AIA,Additives/Blending Components
AIA,Biogasoline
AIA,Biodiesels
AIA,Other Liquid Biofuels
AIA,Rubber and plastic products (25)
AIA,Glass and glass products
AIA,"Secondary glass for treatment, Re-processing of secondary glass into new glass"
AIA,Ceramic goods
AIA,"Bricks, tiles and construction products, in baked clay"
AIA,"Cement, lime and plaster"
AIA,"Ash for treatment, Re-processing of ash into clinker"
AIA,Other non-metallic mineral products
AIA,Basic iron and steel and of ferro-alloys and first products thereof
AIA,"Secondary steel for treatment, Re-processing of secondary steel into new steel"
AIA,Precious metals
AIA,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals"
AIA,Aluminium and aluminium products
AIA,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium"
AIA,"Lead, zinc and tin and products thereof"
AIA,"Secondary lead for treatment, Re-processing of secondary lead into new lead"
AIA,Copper products
AIA,"Secondary copper for treatment, Re-processing of secondary copper into new copper"
AIA,Other non-ferrous metal products
AIA,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals"
AIA,Foundry work services
AIA,"Fabricated metal products, except machinery and equipment (28)"
AIA,Machinery and equipment n.e.c. (29)
AIA,Office machinery and computers (30)
AIA,Electrical machinery and apparatus n.e.c. (31)
AIA,"Radio, television and communication equipment and apparatus (32)"
AIA,"Medical, precision and optical instruments, watches and clocks (33)"
AIA,"Motor vehicles, trailers and semi-trailers (34)"
AIA,Other transport equipment (35)
AIA,Furniture; other manufactured goods n.e.c. (36)
AIA,Secondary raw materials
AIA,"Bottles for treatment, Recycling of bottles by direct reuse"
AIA,Electricity by coal
AIA,Electricity by gas
AIA,Electricity by nuclear
AIA,Electricity by hydro
